Nama Makanan,Gambar,Deskripi,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Resep,Harga,Alergi
Oseng Daging anak kos,https://github.com/KostKater/ML/blob/main/Gambar/oseng-daging-anak-kos-foto-resep-utama.jpg?raw=true,"Potongan daging yang dioseng dengan bumbu dan variasi tambahan, menciptakan hidangan praktis dan enak ala anak kos","200 gr daging sapi has dalam
Bumbu Iris:
3 siung bawang merah
2 siung bawang putih
1 sdm sambel cabe
 Sambel Kosek🌶
Cabe rawit merah (skip)
2 lembar daun salam
1 ruas lengkuas
Bumbu pelengkap:
1 sdm saus tiram
1/2 sdm gula Jawa sisir
secukupnya Garam, gula, kaldu jamur
Santan instan (skip)","sapi,bawang merah,bawang putih,saus,cabai rawit, cabai merah,daun salam,lengkuas,saus tiram,gula,Garam,gula,kaldu jamur,Santan",300,15,10,30,1,"Langkah 1
Siapkan semua bahan. Jika daging dlm keadaan beku masih cairkan dulu (diamkan sampai cair), setelah itu cuci di air mengalir sampai bersih. Untuk daging dimasak terlebih dulu agar tidak alot ; Siapkan panci, beri air kira2 sampai daging terendam. didihkan. Beri garam dan parutan 1 bawang putih (agar amisnya hilang). Masak dgn api sedang ±20 menit. Jika sdh matang tiriskan, potong kotak-kotak kecil.
Langkah 2
Siapkan wajan, beri secukupnya minyak untuk menumis. Masukkan duo bawang tumis sampai harum, lalu daun salam dan lengkuas. Tumis hingga berubah warna.
Langkah 3
Masukkan daging, tumis sebentar. Tambahkan 200ml air dan bumbu pelengkap nya. Aduk rata. Kecilkan api masak kurleb 20-30menit agar daging empuk.
Cek rasa.
Enak dihidangkan dengan nasi anget","Rp15,000",0
Sushi Saus Mentai Halal Anak Kos,https://github.com/KostKater/ML/blob/main/Gambar/sushi-saus-mentai-halal-anak-kos-foto-resep-utama.jpg?raw=true,"Sushi dengan saus mentai halal yang lezat, mudah dibuat dan cocok untuk penggemar makanan Jepang.","Nasi Sushi
2 Mangkok Nasi Pulen Hangat (Saran saya pakai beras Sania)
5 Sdm Sprite (Pengganti Vinegar/Cuka Beras)
1 Sdt Garam Meja
Isian Susi
1/2 Kaleng Luncheon Daging Sapi Pronas (atau 6-7 Sosis Sapi)
1/2 Mentimun Jepang (atau Mentimun Biasa yang Tua)
2 Sdm Tepung Terigu (untuk Taburan Daging Sapi
7 Sdm Tepung Terigu
16 Sdm Air
1 Sdm Sprite
1/2 Sdt Baking Soda
Saus Mentai
6 Sdm Mayonaise Putih
1 Sdm Saus Cabai
1 Sdm Saus Tomat
1 Siung Bawang Putih Ukuran Kecil
1 1/2 Sdm Sprite
1/2 Sdt Garam
1/4 Sdt Kaldu Jamur
1/4 Sdt Merica
1 Sdm Bubuk Cabai
3 Sdt Gula Pasir
Kecap Sushi
2 Sdm Kecap Asin
2 Sdm Madu
Lainnya
2 Pack Nori Kecil (Saya Pakai Mamasuka)
Minyak untuk menggoreng","Nasi,Garam Sapi, Sosis,Sapi,timun,Tepung Terigu,Sapi,Tepung Terigu,Sprite,Baking Soda,Mayonaise,Saus Cabai,Saus Tomat,Bawang Putih,Garam,Kaldu Jamur,Merica,Cabai,Gula,Kecap Asin, Madu",250,10,5,40,1,"Langkah 1
Kupas dan buang biji timun. Potong timun seukuran nori. Kemudian belah belah seukuran setengah jari manis. (jangan belah terlalu besar karena nori yang digunakan kecil)
Langkah 2
Potong potong juga Daging Sapi seperti timun kemudian taburi dengan tepung terigu untuk taburan. Tata agar Daging tidak menempel satu sama lain
Langkah 3
Siapkan adonan pelapis daging dengan mencampur bahan sisa isian sushi (tepung, sprite, air, baking soda)
Langkah 4
Celupkan daging satu persatu ke adonan kemudian goreng sampai kuning. Lakukan sampai daging habis
Langkah 5
Saus Mentai : Campur semua bahan saus kemudian aduk rata
Langkah 6
Kecap Sushi : Campur kecap asin dan madu
Langkah 7
Nasi Sushi : Campur nasi dengan sprite dan garam aduk sampai rata
Langkah 8
Ambil satu lembar nori beri satu sendok makan nasi sushi kemudian ratakan di atas nori dengan menyisahkan sedikit bagian di salah satu sisi agar nori saat digulung dapat tertutup rapat. (Saat meratakan jangan terlalu ditekan, gunakan ujung ujung jari)
Langkah 9
Beri isian sapi dan timun. Usahakan kemudian gulung nori perlahan hingga rapat
Langkah 10
Lakukan hingga nori habis
Langkah 11
Nikmati dengan saus mentai di atasnya dan cocolan kecap asin","Rp20,000","Kedelai,Gandum"
Rendang Tahu [Anak Kost Version],https://github.com/KostKater/ML/blob/main/Gambar/rendang-tahu-anak-kost-version-foto-resep-utama.jpg?raw=true,"Tahu yang dimasak dengan bumbu rendang khas, versi anak kost yang praktis dan lezat.","1 buah tahu
sesuai selera Smoked beef (opsional)
1 bungkus Bumbu Indofood Racik Rendang
1 bungkus Santan
secukupnya Air","tahu,Sapi,Santan",300,15,10,30,1,"Langkah 1
Goreng tahu sampai setengah matang (jangan terlalu kering). Untuk smoked beef cuma saya panaskan dengan margarin. Lalu sisihkan
Langkah 2
Tumis Bumbu Racik Rendang sampai harum.
Langkah 3
Masukkan tahu dan smoked beef. Tunggu sebentar.
Langkah 4
Setelah beberapa saat, tuangkan air secukupnya. Tunggu hingga air agak menyusut.
Langkah 5
Setelah air agak menyusut, masukkan santan. Aduk rata dan masak hingga dirasa bumbu sudah menyerap.
Langkah 6
Tadaaa rendang tahu ala anak kost di akhir bulan siap dinikmati.","Rp10,000",Kedelai
Gulai Daging Sapi Bumbu Instan (ala anak kos),https://github.com/KostKater/ML/blob/main/Gambar/gulai-daging-sapi-bumbu-instan-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Potongan daging sapi dimasak dengan bumbu gulai instan, cocok untuk hidangan praktis ala anak kos.","Daging sapi
Santan
1 sachet Bumbu gulai desaku
7 buah cabai rawit
2 buah cabai merah besar
Secukupnya terasi
Secukupnya penyedap rasa
Secukupnya minyak goreng","sapi,cabai rawit,cabai merah,terasi",300,15,10,30,1,"Langkah 1
Disini saya punya sisa daging yang sudah di keringkan atau di jemur kemudian saya cuci bersih. Lebih mantap lagi kalau punya daging fresh.
Langkah 2
Ulek cabai rawit, cabai merah besar, terasi.
Langkah 3
Peras santan kelapa, disini saya pakai kelapa yang sudah di parut kemasan 2ribuan. Kalau mau pakai santan instan tanpa harus peras air santan nya juga bisa.
Langkah 4
Tumis sambal tadi.
Langkah 5
Masukkan air santan dan daging.
Langkah 6
Tambahkan bumbu gulai kemasan, saya pakai merk desaku dan kunyit bubuk 1/2 sdt.
Langkah 7
Tambahkan penyedap rasa sesuai selera.
Langkah 8
Bila sudah mendidih dan daging empuk. Siap di santap dengan nasi hangat.
","Rp15,000",0
Sapi lada hitam premium simple ala anak kos,https://github.com/KostKater/ML/blob/main/Gambar/sapi-lada-hitam-premium-simple-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Potongan daging sapi yang dimasak dengan bumbu lada hitam premium, menciptakan hidangan yang lezat dan mewah ala anak kos.","2 sdm Mentega (sy pake palmia)
500 gram Daging sapi (pakai yg slice lebih enak, kalo ga ada daging biasa iris tipis saat beku)
5 sdm Saori lada hitam
1 sdt Saori saos tiram
1 bh bawang bombay
2 buah bawang putih (potong kecil2)
1 bungkus kecil mericaku (lada putih yg bungkus hijau)
6 bh Jamur Kancing (potong tebal, ini opsional yah boleh tidak pakai)
1 bh Batang daun bawang (yg putih nya iris tipis)
1/5 kol (sayur lain boleh)
1 sdm tepung jagung (maizenaku)","Mentega,sapi,saos tiram,bawang bombay,bawang putih,mericaku,lada, Jamur,daun bawang,kol,tepung jagung",300,15,10,30,1,"Langkah 1
Masukkan mentega ke wajan hingga meleleh, tumis bombay sampai layu kemudian masukkan jamur, bawang putih
Langkah 2
Kemudian masukkan 2sdm saori lada hitam dan aduk lalu masukkan air sedikit agar saos tadi tidak lengket
Langkah 3
Lalu masukkan daging aduk2 kemudian tambah air sampai kapasitas air dan daging sama di wajan, lalu masukkan sisa saos yg belum dimasukkan. Tunggu sampai air menyusut
Langkah 4
Jika air sudah menyusut, tambahkan air lagi dan masukkan kol, 1 bungkus merica dan kasi garam sesuai selera. Boleh ditambah kan mentega lagi menyesuaikan rasa
Langkah 5
Jika daging dirasa sudah lembut. Larutkan maizena ke mangkok kecil dngn air 3sdm aduk dan masukan ke wajan, aduk rata dan tunggu 2 menit
Langkah 6
Siap disajikan hehe ","Rp25,000",udang
Sambal Daging Sapi,https://github.com/KostKater/ML/blob/main/Gambar/sambal-daging-sapi-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Potongan daging sapi yang dimasak dengan bumbu sambal pedas, menciptakan hidangan yang pedas dan menggugah selera.","Daging sapi
1 buah tomat
5 siung bawang merah
2 siung bawang putih
10 buah cabai rawit
Secukupnya terasi
Secukupnya minyak goreng
Secukupnya air
Secukupnya penyedap rasa","sapi tomat,bawang merah,bawang putih,cabai rawit,terasi",300,15,10,30,1,"Langkah 1
Rebus daging sapi. Disini saya pakai daging sapi yang sudah di keringkan. Lebih enak lagi bila ada daging fresh.
Langkah 2
Ulek bumbu sampai halus.
Langkah 3
Goreng daging dengan minyak panas.
Langkah 4
Tumis sambal kemudian masukkan daging. Aduk hingga merata. Tambakhkan penyedap rasa secukupnya.
Langkah 5
Bila sudah matang, sambal daging siap di santap dengan nasi hangat.","Rp20,000",0
Oseng sawi putih bakso ,https://github.com/KostKater/ML/blob/main/Gambar/oseng-sawi-putih-bakso-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Sawi putih dan bakso yang dioseng dengan bumbu khas, menghasilkan hidangan yang sederhana dan enak.","sawi putih
Bakso ayam/sapi/ikan
wortel
4 bawang merah
2 siung bawang putih
Cabe rawit (sesuai selera)
2 sdm minyak goreng
1/4 gelas air (sesuai selera)
1 sdm saos tiram
sejumput gula
sejumput garam
Sejumput lada bubuk
Sejumput penyedap rasa
1 sdm saos cabai/tomat
1 sdm kecap manis","sawi putih,Bakso,wortel,bawang merah,bawang putih,cabai rawit,minyak goreng, saos tiram,gula,garam,lada bubuk,saos cabai,saos tomat, kecap manis",200,10,5,20,1,"Langkah 1
Iris sawi putih wortel
Langkah 2
Cuci semua sayuran yg sudah diiris
Langkah 3
Iris tipis bawang merah, bawang putih dan cabai
Langkah 4
Iris tipis bakso
Langkah 5
Panaskan 2 sdm minyak
Langkah 6
Masukkan bawang merang, bawang putih, dan cabai yang sudah diiris oseng sampai harum dan layu
Langkah 7
Masukkan bakso yang sudah diiris oseng sampai matang
Langkah 8
Masukkan sayuran kemudian tambahkan sedikit air(sesuai selera)
Langkah 9
Masukkan garam,gula, penyedap rasa, saos tiram, saos cabai, kecap manis dan aduk sampek rata. Setelah itu diamkan sampai sayuran empuk dan matikan kompor","Rp15,000","Kedelai,Seafood"
Beef Bulgogi ala anak Kos,https://github.com/KostKater/ML/blob/main/Gambar/19-beef-bulgogi-ala-anak-kos-foto-resep-utama.jpg?raw=true,Potongan daging sapi yang dimarinasi dengan bumbu bulgogi dan dimasak dengan cara dipanggang atau digoreng ala anak kos.,"50 gram daging sapi. Iris tipis2 kemudian marinasi
Bumbu Marinasi: saos sambal, saos tiram, kecap manis, kecap asin
1/2 buah bawang bombai
1 buah cabai merah
1 ruas jahe
secukupnya Minyak goreng","sapi,saos,saos tiram,kecap manis,kecap asin,bawang bombai,cabai merah, jahe",300,10,10,40,1,"
Langkah 1
Iris bawang bombai, cabai, dan juga jahe.
Langkah 2
Panaskan minyak, masukan daging yg telah dimarinasi. Oseng2 hingga daging berubah warna.
Langkah 3
Tambahkan air kira2 500ml. Biarkan mendidih masak hingga air sisa ⅓ nya, jangan lupa sesekali diaduk.
Langkah 4
Masukan bawang bombay, cabai, dan jahe.
Aduk merata.
Jangan lupa tes rasa, apabila dirasa kurang gurih bisa ditambahkan penyedap. Tapi tanpa tambahan penyedap menurutku sudah gurih.
Langkah 5
Sering sering diaduk agar tidak gosong
Masak hingga air habis.","Rp25,000",Kedelai
Seblak mie instan ,https://github.com/KostKater/ML/blob/main/Gambar/seblak-mie-instan-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Mie instan yang diolah menjadi seblak dengan tambahan bumbu dan variasi lainnya, menciptakan hidangan yang pedas dan lezat.","1 bks Mie instan terserah merk apa
2 buah sosis sapi (optional)
1 butir telur
5 buah bakso sapi (optional)
1 ikat sawi (optional), potong2 dan sisihkan
Bumbu halus :
5 siung bawang merah
4 siung bawang putih
4 buah cabai merah besar
19 buah cabai rawit
3 ruas kencur
Bumbu pelengkap :
Garam, gula, penyedap, minyak wijen (optional","Mie,sosis,telur,bakso,sawi,bawang merah,bawang putih,cabai merah,cabai rawit,Garam,gula,wijen",300,10,10,40,1,"Langkah 1
Potong2 sosis dan baso sapinya
Langkah 2
Siapkan minyak untuk menumis, masukkan baso sapi dan sosisnya dulu. Setelah agak kecoklatan, masukkan telur dan orak-arik.
Langkah 3
Masukkan bumbu halus, tumis hingga wangi. Masukkan air secukupnya. Tunggu sampai mendidih. Tambahkan bumbu pelengkap dan bumbu mie instan.
Langkah 4
Masukkan sawi, dan mie. Koreksi rasa. Siap disajikan","Rp10,000","Telur,Gandum"
Sup iga sapi ala anak kos,https://github.com/KostKater/ML/blob/main/Gambar/sup-iga-sapi-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Sup dengan tambahan potongan iga sapi sebagai bahan utama, cocok untuk hidangan hangat dan mengenyangkan ala anak kos.","1/2 kg iga sapi
1 buah wortel
1 buah tomat
1 buah kentang
Bumbu:
10 siung bawang merah
5 siung bawang putih
2 ruas jahe
Secukupnya seledri, daun bawang
Secukupnya lada bubuk, garam, gula, kaldu bubuk","sapi,wortel,tomat,kentang,bawang merah, bawang putih, jahe,seledri,daun bawang,lada, garam,gula,kaldu bubuk",300,20,10,20,1,"Langkah 1
Siapkan bahan bahan dan bumbu
Langkah 2
Rebus iga sapi, jahe geprek dengan air +- 1L sekitar 1.5 jam. Bersihkan buih yang mengapung di air (wajib)
Langkah 3
Iris bawang merah, bawang putih, seledri, daun bawang, wortel, kentang, dan tomat
Langkah 4
Goreng kentang sampai matang
Langkah 5
Goreng bawang merah sampai kecoklatan
Langkah 6
Goreng bawang putih, tambahkan gula, garam, kaldu bubuk, lada bubuk secukupnya
Langkah 7
Masukkan kedalam rebusan iga sapi yg sudah 1.5 jam, koreksi rasa sesuaikan. Masukkan wortel, seledri, daun bawang, dan kentang goreng. Aduk rata
Langkah 8
Jika sudah meresap semua. Sajikan dengan taburan bawang goreng tadi. Selamat mencoba","Rp20,000",0
Telur Kukus Sosis Kornet Ricecooker ala Anak Kos,https://github.com/KostKater/ML/blob/main/Gambar/telur-kukus-sosis-kornet-ricecooker-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Telur dan sosis kornet yang dikukus menggunakan rice cooker, praktis dan lezat untuk anak kos.","1 butir telur
1/2 bungkus kornet sapi
1/2 potong sosis diiris tipis
1 sdm garlic oil (minyak goreng dan bawang putih cincang)
Secukupnya potongan daun bawang yg hijaunya
secukupnya Garam, kaldu jamur
3 sendok susu cair plain
Cabe tabur (aku pake merk jawara) kalo boncabe jg bisa
Cabe rawit potong/ulek (jika mau pedas)","telur, kornet sapi,sosis,daun bawang,Garam,kaldu jamur,susu,cabai,cabai rawit,",300,15,10,30,1,"Langkah 1 Olesi mangkok kukusan dgn minyak goreng agar tidak lengket, lalu tuang semua bahan di mangkok. Utk takaran garam dikit aja ya krn sosis, kornet dan cabe tabur udah asin.
Langkah 2
Aduk semua bahan sampai rata. Lalu kukus bersama nasi yg mau ditanak
Langkah 3
Pas nasi uda mateng, beri sedikit cabe tabur diatasnya. Tinggal dimakan bareng nasi panas deh enaqqqq dan lembut bgtttt aaakkk. Kalo merasa kurang asin bisa dikasi kecap asin saat penyajiannya yah. Selamat mencoba","Rp15,000",Telur
Beef Slice Teriyaki ala Anak Kost,https://github.com/KostKater/ML/blob/main/Gambar/beef-slice-teriyaki-ala-anak-kost-foto-resep-utama.jpg?raw=true,"potongan daging sapi yang dimasak dengan saus teriyaki, praktis dan lezat.","250 gr beef slice
1 bonggol jagung (bisa diganti jenis sayur lain)
2 butir telur (boleh diskip)
1 buah bawang bombay
2 siung bawang putih
1 ruas jari jahe
1 sdt kecap asin
1 sdm saus tiram
2 sdm kecap manis
1 sdm saus tomat (boleh diskip)
Secukupnya lada dan bumbu penyedap (saya pakai royco sapi)
1 sdt garam dan 1 sdt gula pasir (boleh diskip)
Secukupnya minyak goreng","sapi,jagung,telur,bawang bombay,bawang putih,jahe,kecap asin,saus tiram,kecap,saus tomat,tomat,lada,garam,gula",300,15,10,30,1,"Langkah 1
Siapkan beef slice di suhu ruang jika masih beku agar mudah ketika dipisah. Cincang bawang bombay dan bawang putih sesuai selera. Pipil jagung atau potong sayuran lainnya yg sudah dicuci.
Langkah 2
Marinasi beef slice dengan jahe, kecap asin, saus tiram, kecap manis, dan saus tomat. Aduk sampai merata dan diamkan selama 15 menit.
Langkah 3
Rebus/tumis jagung pipil yg sudah dicuci. Beri garam dan gula sesuai selera.
Langkah 4
Tuangkan minyak goreng untuk menggoreng telur mata sapi, beri lada dan garam/royco sesuai selera. Tiriskan.
Langkah 5
Tuang sedikit minyak untuk menumis bawang putih dan bawang bombay sampai harum dan layu. Masukkan beef slice yg sudah dimarinasi. Beri garam, lada, royco, gula sesuai selera. Aduk hingga merata.
Langkah 6
Hidangkan dengan nasi selagi hangat.","Rp25,000","Telur,Kedelai"
Rendang daging ala anak kos,https://github.com/KostKater/ML/blob/main/Gambar/rendang-daging-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Daging sapi yang dimasak dengan bumbu rendang khas, hidangan yang lezat dan bergizi.","1/2 daging sapi
secukupnya Minyak goreng
1 batang sereh
2 lembar daun salam
2 lembar daun jeruk
600 ml santan kental / bisa d ganti pake sun kara
200 ml air
Bumbu yg d halus kan
2 siung bawang putih
4 siung bawang merah
1 ruas jahe
1 ruas lengkuas
6 cabai rawit merah","sapi,Minyak goreng,batang sereh,daun salam,daun jeruk,santan,bawang putih,bawang merah, jahe,lengkuas,cabai rawit,cabai merah",300,15,10,30,1,"Cara Membuat
Langkah 1
Potong"" daging sapi. Lalu cuci bersih
Langkah 2
Siapkan wajan. Tambah kan minyak setelah minyak panas masukan bumbu yg sudah d halus kan dan daun salam daun jeruk sereh tumis hingga harum dan bumbu matang
Langkah 3
Tambah kan air. Masukan daging ny dan. Tunggu sampai mendidih. Setelah mendidih masukan santan.
Langkah 4
Kasih garam gula dan penyedap cek rasa
Langkah 5
Tunggu sampai air surut. daging empuk dan matang","Rp20,000",0
Kikil Tempe Cabe Ijo ala anak Kos,https://github.com/KostKater/ML/blob/main/Gambar/kikil-tempe-cabe-ijo-ala-anak-kos-foto-resep-utama.jpg?raw=true,"Kikil dan tempe yang dimasak dengan bumbu cabe ijo, menciptakan hidangan yang gurih dan pedas.","250 gr kikil sapi
4 ribu Tempe
secukupnya Cabe ijo keriting
secukupnya Cabe rawit ijo
7 siung bawang merah
1 sdt bawang putih giling
1 ruas jari lengkuas
2 lembar daun salam
2 lembar daun jeruk
2 sdm kecap manis
secukupnya Kaldu jamur
secukupnya Garam
Minyak untuk menumis dan menggoreng
secukupnya Air","kikil,sapi,Tempe,cabai keriting,cabai ijo,bawang merah,bawang putih,lengkuas,daun salam,daun jeruk, kecap,Kaldu jamur,Garam,",300,15,10,30,1,"Langkah 1
Siapkan semua bahan. Kupas dan cuci bersih semua bahan.
Langkah 2
Rebus air hingga mendidih kemudian siram kikil. Tunggu 5 menit lalu tiriskan. Potong kikil sesuai selera.
Langkah 3
Potong tempe menjadi dadu. Panaskan minyak, kemudian goreng tempe hingga kecoklatan lalu tiriskan.
Langkah 4
Iris tipis bawang merah dan cabe. Panaskan minyak, tumis bawang putih giling hingga harum lalu masukkan bawang merah, daun salam, daun jeruk dan lengkuas. Aduk hingga rata lalu masukkan cabe. Aduk hingga layu.
Langkah 5
Masukkan kikil, tempe dan kecap manis. Aduk hingga rata kemudian tambahkan air secukupnya.
Langkah 6
Tunggu hingga air sedikit menyusut, kemudian tambahkan kaldu jamur dan garam lalu koreksi rasa.","Rp15,000",Kedelai
Terong Crispy (+Pedas Asin Cabe Garam),https://github.com/KostKater/ML/blob/main/Gambar/resep-anak-kos-terong-crispy-pedas-asin-cabe-garam-foto-resep-utama.jpg?raw=true,Terong yang digoreng hingga renyah dengan tambahan bumbu pedas asin cabe garam.,"5 buah Terong (boleh kurang boleh lebih, sesuaikan saja)
Pedas Asin (Cabe Garam)
10 biji Cabe rawit iris
3 siung bawang putih cincang halus
4 siung bawang merah iris tipis
Sedikit garam
Adonan untuk Lapisan Crispy
100 gram Tepung protein tinggi (segitiga biru juga boleh)
3 sdm Tepung tapioka (opsional, nggak pake juga nggak papa)
150 ml Air (sesuikan dengan kekentalan yg dinginkan)
1 sdt garam
1 sdt bawang putih bubuk
1 sdt kaldu (boleh kaldu jamur / ayam / sapi, seadanya saja)
Minyak untuk menggoreng","Terong,cabai rawit,bawang putih,bawang merah,garam,Tepung,Tepung tapioka, garam,bawang putih, kaldu jamur,kaldu ayam,kaldu sapi",200,5,10,20,1,"Langkah 1
Cuci bersih terong lalu iris serong (jangan terlalu tipis atau terlalu tebal ya). Btw kalo mau dipotong kotak juga boleh. Bebas deh suka2 aja
Langkah 2
Campur semua bahan adonan untuk membuat lapisan crispy. Kalau kurang, boleh ditambah ya karna waktu aku masak juga kurang adonannya karna ternyata terongnya banyak banget 😂
Langkah 3
Masukkan irisan terong ke adonan crispy. Dilapisin ke semua bagian terong ya biar merata
Langkah 4
Panaskan minyak. Goreng terong yang sudah dilapisi adonan crispy. Apinya jangan terlalu besar nanti gosong. Goreng semua sampai terong habis
Langkah 5
Jadi deh! Gampang banget kaan. Dijamin ini crispy di luar, lembut di dalem 😋 boleh stop sampe disini, tapi kalau mau bikin versi pedesnya, ikutin langkah selanjutnya ya
Langkah 6
Tuang minyak ke wajan sedikit saja. Tidak perlu tunggu terlalu panas, langsung masukkin aja bawang putih yang sudah dicincang halus. Apinya kecil ya!
Langkah 7
Jangan nunggu gosong! Masukkan juga irisan bawang merahnya, lalu potongan cabe rawit
Langkah 8
Setelah harum, masukkan terong crispy yang sudah digoreng. Aduk rata sampai tercampur semuanya. Jangan lupa tambah garam ya. Jika dirasa cukup, matikan api
Langkah 9
Taraaa. Jadi deh!","Rp10,000","Seafood,udang"
Sandwich Panggang Murah dan Simple ala Anak Kost,https://github.com/KostKater/ML/blob/main/Gambar/sandwich-panggang-murah-dan-simple-ala-anak-kost-foto-resep-utama.jpg?raw=true,"Sandwich yang dipanggang dengan bahan sederhana, cocok untuk hidangan praktis dan hemat.","3 buah Roti Tawar
1 buah Telur
Secukupnya Kornet Sapi
Daun Bawang dan Daun Seledri
Secukupnya Saos Sambal
Secukupnya Margarin
Secukupnya Rayco","Roti,Telur,Sapi,Daun Bawang,Daun Seledri,Saos Sambal,Margarin,Royco",300,10,10,30,1,"Langkah 1
Cuci bersih daun bawang dan daun seledri. Potong kecil kecil, sisihkan. Pecahkan 1 buah telur, kemudian masukkan rayco secukupnya dan masukkan daun bawang dan daun seledri yang sudah dipotong tadi. Aduk hingga rata dan goreng telurnya (boleh matang/ setengah matang), Sisihkan.
Langkah 2
Oleskan margarin di masing masing roti tawar dan panci listrik/alat panggangan. Panggang roti tawar hingga berwarna kecoklatan. Kemudian sisihkan.
Langkah 3
Selanjutnya, goreng kornet hingga harum. Lalu sisihkan.
Langkah 4
Step selanjutnya, atur tatanan sandwich (roti yg sudah dipanggang, telur yang sudah digoreng, kemudian tambahkan kornet yang sudah digoreng, lalu tambahkan saos sambal. Tutup roti dengan bentuk segitiga, seperti gambar. Makanan siap dihidangkan","Rp10,000","Telur,Gandum"
Rapokki Simple porsi anak kost,https://github.com/KostKater/ML/blob/main/Gambar/rapokki-simple-porsi-anak-kost-foto-resep-utama.jpg?raw=true,"Rapokki yang dibuat dengan bahan dan cara yang sederhana, cocok untuk porsi anak kost.","1 bungkus mie instan korea
1 buah sosis sapi, potong sesuai selera
1 batang daun bawang, iris kasar
1/4 butir bawang bombay, iris tipis
1 gelas air
Keju milkysoft (saya skip)
Bahan Toppoki:
1 sdm tepung beras
1 sdm tepung tapioka
1 sdm kecap asin
secukupnya Air panas","mie,sosis sapi,daun bawang,bawang bombay,Keju,tepung  beras,tepung tapioka,kecap asin",300,10,5,50,1,"Langkah 1
Siapkan bahan
Langkah 2
Buat toppokinya dulu ya: campur jadi satu tepung beras dan tapioka. Tambahkan kecap asin. Masukkan air panas sedikit demi sedikit sambil diaduk, bila sudah hangat aduk dengan tangan sampai kalis. Bentuk memanjang seperti pensil, potong- potong kira-kira 5 cm. Sisihkan.
Langkah 3
Didihkan air, masukkan bumbu mie, mie, sosis dan toppokinya juga. Masak sampai matang. Tuang di mangkuk. Taburi atasnya dengan daun bawang, bawang bombay dan keju. Sajikan.","Rp15,000","Kedelai,susu,Gandum"
